repository,revision,path,size_bytes,sha256,file_type,tracked_status,runtime_import_or_use_evidence,test_use_evidence,configuration_use_evidence
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-33adc2642266d98e/first_crystal_summary.regenerated.json,8617,cf0d24574344c530692a517f202c6f9268be971fd977432fd18a10e87d8ce0ef,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-946a5088c5daadb9/experiment_manifest.json,1821,d1526b10fa78c808637fd8ed664910d4242e3a9b2087b9b473b582b88d2cb729,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/first_crystal/first-crystal-946a5088c5daadb9/first_crystal_summary.json,5336,5c6a4d1669dd4c00d87a82e5f95a391d8902a2abb8a55366f7b4ac4a83fc562c,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/key_ablation/key-ablation-8132d55a6d9ba065/key_ablation_report.json,34209,082c4d37e5c80c57b4281393c043c729c938bf9c538d594d9564aefc3057864c,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/key_ablation/key-ablation-8132d55a6d9ba065/key_ablation_report.regenerated.json,49981,655d2c32bcfacbe7ca679f54e02c07cc2b55e2edc99c325245dec3746ea17946,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/experiments/key_ablation/key-ablation-8132d55a6d9ba065/key_ablation_results.json,33451,c1d4263ce76594f8dfc1968dd2c0a54f94290f229c0c94922bba5c758494cfa8,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/000.json,3852,6fd6a9961c2972635ae37e1565c04b11d43a0c946c4058e291bb05c85be4228e,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/001.json,3858,bec2da16a52a743400b484cc5f84ab39243d8e492fd343f67c44afa0815f5783,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/002.json,3917,37ae0d2879980f5d7db560270ea1bd13bf40f6ecfe8e2321caef9465ddf29157,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/003.json,3866,39434fcb234a8be45913065b450d5e3a4d8dddd0df60044f849d62e320bf3583,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/004.json,3823,6aca40a8904cf560e24229a1bff213f502617637dcacd0e1470d9f751d554cc9,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/005.json,3827,dd97040da3aa8bb2d8206243ea78af454cd7e71d46e1a5716def9d111b3ed7af,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/006.json,3914,b285610193e28fce91a0e773470d99c906745941c7115d763f242ba6c796a346,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/007.json,3835,68c14152096b2ca216c5ade48ee65d03edc8a8e09d0a84686b328e55cdbe097e,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/008.json,3816,22d39c89a042e6811c4ddcf36d134a872020057abc61cb5353785c10396647f8,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/009.json,3836,a5c8d069d4b8ac7e1ae3c3e0b68d1815337815f3415eaf9410b650db632b207c,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/report.json,64835,ac5e4794a4075b345e2e1a880bb46d9411956b4bbaf5c67657ad5dc2b83d50a9,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/session.json,44136,7057af30dfee937720113bb8469a849146f107b72098320f7dc4fe09cec64f1f,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/3ea6e9a0-215d-53e1-8850-edfeaafcb794/iterations/000.json,3852,6fd6a9961c2972635ae37e1565c04b11d43a0c946c4058e291bb05c85be4228e,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/3ea6e9a0-215d-53e1-8850-edfeaafcb794/iterations/001.json,3858,bec2da16a52a743400b484cc5f84ab39243d8e492fd343f67c44afa0815f5783,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/3ea6e9a0-215d-53e1-8850-edfeaafcb794/iterations/002.json,3917,37ae0d2879980f5d7db560270ea1bd13bf40f6ecfe8e2321caef9465ddf29157,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/3ea6e9a0-215d-53e1-8850-edfeaafcb794/iterations/003.json,3866,39434fcb234a8be45913065b450d5e3a4d8dddd0df60044f849d62e320bf3583,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/3ea6e9a0-215d-53e1-8850-edfeaafcb794/iterations/004.json,3823,6aca40a8904cf560e24229a1bff213f502617637dcacd0e1470d9f751d554cc9,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/3ea6e9a0-215d-53e1-8850-edfeaafcb794/report.json,34160,fce5107fb6a836baae8065f47dd6cbba358322042e003fafcc8f68d43d3c19db,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/3ea6e9a0-215d-53e1-8850-edfeaafcb794/session.json,24831,98b7a1fea49ffeb4e562e48ae8817c4ccc6729edaee1d1d1a6ddda49bff1b7df,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/000.json,3852,167f0ff1fe9f8b6bbf80c1fd9aa7f3e165715590736a272743146ef424732e50,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/001.json,3858,29778a486f5d9c2d2ac735ba49ed2d9e613202d5f350c458b23b99ef7c1bc531,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/002.json,3917,da5db38dbfc42842f580796cc4f634c9d9f57d3c516c95da73392d5764ebf8d0,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/003.json,3866,f901e59f7b68ebbb5bdb027e69c02b2a50a1352e1b8f2c3004ae5a72acdd8580,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/004.json,3823,237b6d13a850a86710c4d541d6106f53c036879327156477dacca13afc772bc9,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/005.json,3827,15e7506ec3d63f56ba6a5721c5a5e77b55d26db28bdecbe35b0dfb46b5b02cc0,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/006.json,3914,57d239a58e45434355a87c695815c258db049d20599d959344335ccfb7641fad,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/007.json,3835,0ffc016d1bc2ce2d0d029d499f73aac3b83f7184a10d96639f3882ba54a0d944,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/008.json,3816,edebec259446106842d9f1062f2fa5b97d362a5e19444b9bf0282260dc1567d7,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/009.json,3836,b6bce7d69466fa63d9d85658be0abefb34ee4bdb7ecc72694ae81b1a1785ad90,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/report.json,64835,887fade474f37d6cc922fb5b309770d037232d3aab53768fe3ca11ad9821b12c,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/session.json,44079,4a83a5d98b43f112a565f2e407df3c8b19f6db729cc9fc2b033ecbbae8e391c5,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/463298aa-e9f2-50d7-9122-1095710ef30d/iterations/000.json,3852,167f0ff1fe9f8b6bbf80c1fd9aa7f3e165715590736a272743146ef424732e50,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/463298aa-e9f2-50d7-9122-1095710ef30d/iterations/001.json,3858,29778a486f5d9c2d2ac735ba49ed2d9e613202d5f350c458b23b99ef7c1bc531,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/463298aa-e9f2-50d7-9122-1095710ef30d/iterations/002.json,3917,da5db38dbfc42842f580796cc4f634c9d9f57d3c516c95da73392d5764ebf8d0,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/463298aa-e9f2-50d7-9122-1095710ef30d/iterations/003.json,3866,f901e59f7b68ebbb5bdb027e69c02b2a50a1352e1b8f2c3004ae5a72acdd8580,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/463298aa-e9f2-50d7-9122-1095710ef30d/iterations/004.json,3823,237b6d13a850a86710c4d541d6106f53c036879327156477dacca13afc772bc9,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/463298aa-e9f2-50d7-9122-1095710ef30d/report.json,34160,d5d84ef76879fef40b963775d1dbe64b75678af81d8bc45045fa28835ade1685,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/463298aa-e9f2-50d7-9122-1095710ef30d/session.json,24774,408c047272f5c816d7ea872a35901e2368032b1d7bc3c4862ba7c1c180c124bc,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/e60d267a-d496-5cea-97f4-c3faeba322c9/iterations/000.json,3852,750b639d640cb8060ff4095743556c6bb7209e6d9967838fb0c146360cfb815f,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/e60d267a-d496-5cea-97f4-c3faeba322c9/iterations/001.json,3858,dc67a7dd3b505a0437b69a55ca6ec803b950a116fc8eb5202862a3a859941ee4,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/e60d267a-d496-5cea-97f4-c3faeba322c9/iterations/002.json,3917,e204c4539dd1df1940b418113a8857830dc183c88481b20f81a62b02f215d077,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/e60d267a-d496-5cea-97f4-c3faeba322c9/iterations/003.json,3866,10b4c0ea0ac5d03030cd205b5a221dd65828c91a528899cc719b1df3e5f99af2,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/e60d267a-d496-5cea-97f4-c3faeba322c9/iterations/004.json,3823,4145d36d0e575d11e4d8b6fb67c884bd9600269b7efe11be373cd2fcb6c60c22,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/e60d267a-d496-5cea-97f4-c3faeba322c9/report.json,34127,9c0a09eec6e74c695fc558942daf0401862f312a1b58b33d39f304fc92dd4495,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/e60d267a-d496-5cea-97f4-c3faeba322c9/session.json,24681,f6a156b4087ccf43cd499d7a5d289de80a5904f7504792533c6aff4b469c3ab3,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/000.json,3852,750b639d640cb8060ff4095743556c6bb7209e6d9967838fb0c146360cfb815f,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/001.json,3858,dc67a7dd3b505a0437b69a55ca6ec803b950a116fc8eb5202862a3a859941ee4,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/002.json,3917,e204c4539dd1df1940b418113a8857830dc183c88481b20f81a62b02f215d077,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/003.json,3866,10b4c0ea0ac5d03030cd205b5a221dd65828c91a528899cc719b1df3e5f99af2,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/004.json,3823,4145d36d0e575d11e4d8b6fb67c884bd9600269b7efe11be373cd2fcb6c60c22,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/005.json,3827,030184c6785f3059328e95fe67144c3622b50588b637c4258036aff02d6f1cd3,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/006.json,3914,c77d0427612258f58c314b53368783e106cf8642041d9cf3a9dab159853bfacf,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/007.json,3835,8637b5acf2bf1266d030b548b5a2500cbe07c6db4d4dcec3f65b9b9a4e08be68,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/008.json,3816,d6896af6b400e702ccc73237118bd57f6082a710c7e437dfd6d1eae5e26ed5a2,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/009.json,3836,310c7129944e94ee05b794186e6af4620f4750b19f8e5ba3d3b5f42bad353fca,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/report.json,64802,6ebc334d16438e40fb462180fd0bc1573d640bae1244c3bc10bd5e2427de874b,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/session.json,43986,bd410348fc83d8579c09ed54e04e7928c823842e471c8756e12468f5c59597c4,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/02341409-ea8c-5a09-a21a-469256d83396/comparison.json,524,a0b6a814f9921b6d044dcf4401e16178225bd0346e934ab7b4d02793e67c35e3,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/02faabec-93f9-5906-9dff-27dabe9f1521/comparison.json,523,3a3795f1c2db54caa21f12a3488b6148ab13ff182ab8e7e1c84a111b72d5da38,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/0c99542a-0dbd-552a-94ef-491105616914/comparison.json,524,7fdb5b198fd5a8c9c6602464eabf7bd8e59531fb0e7414c303e8d20dfe962f66,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/1cfd6cb6-dd6a-5093-bb09-81a3e2e65946/comparison.json,524,c075d696698a81ec112f87aa937e292c96dfea7cd87f679521bf1ce7ffd326d8,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/1e7d9f17-14ee-592b-9744-0caaa1dc5dde/comparison.json,524,f9a9bbac935094357fb405e3893a5f01492c7e279d1b5c6ec3dba92f516552c8,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/33782b64-0eb7-551a-90e6-d8809e4bfc84/comparison.json,524,98861fb44ef51b1629993c3678479afe1597417548670d367b23539737413152,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/45e6c9b3-3cf3-5def-afd9-081f5a9215b9/comparison.json,523,2814091dc63180b98f89cc399e90bc0a583fd03195d00009c2787e36f3fb6bda,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/471390c0-27e1-55db-9a0b-f14fb1ea94b5/comparison.json,524,06846bfb97c995fdd6098396d563fb6161c303fc459af8c051f57ec5ff9ae28e,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/6d757738-4201-5440-ae66-9824eeaa5229/comparison.json,1682,3c3686c9c6f8982b04d313f7ef2440aef6d584b15cecb3c1793da668cce93aac,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/6f8e7960-fbb0-5f50-b822-4edc243a97b4/comparison.json,523,6bcb2eb58614ed2a604789dedf313b717ebfa8f3bbcd2fa910483cd298db8f12,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/7584be96-448e-5a8a-8aef-2b5c3f3ea8f1/comparison.json,524,efca9d060c3ff8f3dddedbcd8d30ea835ad41abd89f0fc779811a63c8b34a3bf,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/7624187a-807d-568a-ae39-d88974d2aa5d/comparison.json,1682,493525cfcdb77eb972f6d3336003d730335feafd0f891d584a94d15940c616c0,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/7a24ebd9-7acc-5753-a70d-766adc56cb4f/comparison.json,524,9997dd2d1c53d0b2bd4dacf5406d7692e40c909ff2ad94eafe7b5f0ce58819c3,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/834075b7-97c2-550a-ae5d-b2b828ffb805/comparison.json,524,d5a2c0cccf00f0a6b7231992cb5cbc3911ff934303192c84a189647c040646a9,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/85dec0a0-470d-5ce3-95b8-eaeb0eae604f/comparison.json,524,a7b8a4e369dc35b93f243d6b62ede5eba09be9ab706b2655bdae9f92985089d2,json,tracked_at_revision,,,structured configuration/schema/resource candidate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/9046caaa-a277-51ca-b2e3-66356ea0c9d0/comparison.json,524,127693659e17742ee0bbf70647f5cf8b6f68199991531d9d0e965a68b70c82cb,json,tracked_at_revision,,,structured configuration/schema/resource candidate
