repository,revision,path,line,kind,symbol
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/assemble_paper1_positive_domain_results.py,341,function,ablation_level2
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/assemble_paper1_positive_domain_results.py,360,function,md_table
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/assemble_paper1_positive_domain_results.py,368,function,_fam_label
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/assemble_paper1_positive_domain_results.py,372,function,write_benchmark_results
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/assemble_paper1_positive_domain_results.py,435,function,write_ablation
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/assemble_paper1_positive_domain_results.py,554,function,write_stress_comparison
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/assemble_paper1_positive_domain_results.py,602,function,write_master_summary
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/assemble_paper1_positive_domain_results.py,682,function,write_positive_domain_report
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/assemble_paper1_positive_domain_results.py,779,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,68,function,now_stamp
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,72,function,read_csv
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,77,function,write_csv
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,91,function,write_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,96,function,read_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,102,function,formula_elements
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,106,function,neighbor_elements
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,114,function,neighbor_formula
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,119,function,target_anion_family
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,124,function,displayed_counts_v6
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,138,function,audit_row
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,218,function,write_audit
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,241,function,archive_row
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,254,function,rerun_rows
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_and_fix_paper_evidence_v7.py,291,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_calibrated_query_regression.py,15,function,_read_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_calibrated_query_regression.py,21,function,_case_id_dir
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_calibrated_query_regression.py,25,function,_load_manifest
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_calibrated_query_regression.py,30,function,_query_sidecar
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_calibrated_query_regression.py,34,function,_retrieval_summary
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_calibrated_query_regression.py,38,function,build_report
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_calibrated_query_regression.py,98,function,_classify
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_calibrated_query_regression.py,107,function,write_report
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_calibrated_query_regression.py,140,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_cell_size_feasibility.py,37,function,_fractional_grid
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_cell_size_feasibility.py,41,function,_minimum_image_distance_matrix
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_cell_size_feasibility.py,48,function,max_same_species_positions
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_cell_size_feasibility.py,75,function,_culprit_species
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_cell_size_feasibility.py,84,function,resolve_row_cell
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_cell_size_feasibility.py,102,class,_StubConfig
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_cell_size_feasibility.py,115,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_capabilities.py,22,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,102,function,_write_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,107,function,_write_csv
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,116,function,_table_columns
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,123,function,_table_exists
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,128,function,_count_rows
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,133,function,_load_rows
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,184,function,_norm
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,188,function,_term_counts
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,196,function,_detect_family
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,235,function,_detected_terms
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,247,function,_example_row
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,271,function,_select_examples
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,294,function,_strictness_recommendations
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,337,function,_strictness_for_family
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,347,function,build_audit
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,415,function,write_outputs
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_crystal_db_robocrys_corpus.py,491,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_nasicon_pair_support.py,29,function,_load_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_nasicon_pair_support.py,36,function,_record_by_cif
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_nasicon_pair_support.py,43,function,_quality_by_pair
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_nasicon_pair_support.py,53,function,_frozen_generation
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_nasicon_pair_support.py,60,function,audit_condition
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_nasicon_pair_support.py,156,function,_write_report
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_nasicon_pair_support.py,201,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_ordered_scaffold_model_size.py,51,class,_UnitPairCost
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_ordered_scaffold_model_size.py,60,function,_orbit
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_ordered_scaffold_model_size.py,80,function,_garnet
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_ordered_scaffold_model_size.py,114,function,_v2_spinel
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_ordered_scaffold_model_size.py,127,function,_measure
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_ordered_scaffold_model_size.py,178,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_generation.py,20,function,read_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_generation.py,24,function,classify
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_generation.py,38,function,audit_row
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_generation.py,59,function,_summary
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_generation.py,75,function,audit
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_generation.py,131,function,parse_args
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_generation.py,146,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_preflight.py,28,function,sha256_file
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_preflight.py,36,function,read_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_preflight.py,40,function,write_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_preflight.py,45,function,write_csv
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_preflight.py,53,function,_candidate_cifs
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_preflight.py,62,function,audit_row
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_preflight.py,120,function,audit
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_preflight.py,202,function,parse_args
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper1_simple_ordered_preflight.py,218,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_diversity_v2_capabilities.py,64,function,read_tasks
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_diversity_v2_capabilities.py,74,function,_structured_substitution
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_diversity_v2_capabilities.py,84,function,blockers_for
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_diversity_v2_capabilities.py,130,function,write_csv
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_diversity_v2_capabilities.py,138,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v1_infeasibility.py,37,function,read_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v1_infeasibility.py,41,function,read_csv
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v1_infeasibility.py,46,function,write_csv
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v1_infeasibility.py,55,function,species_and_counts
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v1_infeasibility.py,61,function,positions
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v1_infeasibility.py,71,class,ConstraintMeta
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v1_infeasibility.py,83,function,build_hard_model
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v1_infeasibility.py,145,function,compatibility_rows
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v1_infeasibility.py,170,function,case_config
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v1_infeasibility.py,207,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v2.py,21,function,read_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v2.py,25,function,read_csv
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v2.py,30,function,sha256
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v2.py,38,function,semantic_rows
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_final_v2.py,42,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_full_sca_v1_diversity.py,22,function,load_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_full_sca_v1_diversity.py,29,function,canonical
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_full_sca_v1_diversity.py,33,function,group_ids
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_full_sca_v1_diversity.py,53,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,86,function,read_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,92,function,write_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,97,function,read_csv
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,104,function,write_csv
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,112,function,formula_pairs
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,118,function,pair_key
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,122,function,read_pair_csv
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,131,function,pot_path_for_pair
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,151,function,parse_pot
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,167,function,values_have_nan_inf
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,171,function,row_dirs
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,179,function,qlip_objective
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,186,function,independent_score
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,201,function,audit
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,398,function,write_markdown
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_paper_spp_correctness.py,461,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,81,function,sha256_text
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,85,function,write_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,90,function,read_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,94,function,write_csv
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,103,function,write_text
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,108,function,_connect_ro
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,115,function,_structure_from_text
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,123,function,_space_group_number
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,132,function,_aflow_tags
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,143,function,_load_eligible
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,148,function,_eligible_pool
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,181,function,_db_pool
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,230,function,_pool
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,241,function,_hash_sorted
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,245,function,_materialise
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,263,function,stage_select
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,332,function,_file_sha256
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,343,function,_evaluate_structure
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,372,function,_iter_controls
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,380,function,stage_run
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,398,function,_load_result
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,412,function,summarise_policy
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,443,function,stage_aggregate
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,502,function,_classifier_agreement
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,551,function,_perturb_scale
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,557,function,_perturb_coords
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,568,function,stage_robustness
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,681,function,_classify_policy
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,686,function,_classify_policy_detail
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,725,function,stage_report
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,870,function,_paper_note
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,878,function,_recommendation
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,908,function,_integrity_snapshot
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_sca_topology_calibration.py,919,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_correctness.py,26,function,_read_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_correctness.py,30,function,_write_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_correctness.py,37,function,_write_csv
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_correctness.py,49,function,_accepted_rows
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_correctness.py,54,function,_primitive_path
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_correctness.py,59,function,_family_periodic_support
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_correctness.py,87,function,_latest_fit_manifest
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_correctness.py,94,function,_request_pair_rows
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_correctness.py,104,function,_sample_groups
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_correctness.py,114,function,_cif_chain_from_stopped_run
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_correctness.py,151,function,run_audit
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_correctness.py,422,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_only_development_objectives.py,19,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_only_engineering_failures.py,17,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_workflow_curves.py,21,function,_read_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_workflow_curves.py,25,function,_safe_slug
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_workflow_curves.py,29,function,_numeric_rows
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_workflow_curves.py,47,function,_comment_metadata
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_workflow_curves.py,62,function,_preview
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_workflow_curves.py,69,function,_plot_curve
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_workflow_curves.py,98,function,_plot_overlay
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_workflow_curves.py,127,function,_flat_cap_stats
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_workflow_curves.py,165,function,_arrays_match
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_workflow_curves.py,177,function,audit_case
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_workflow_curves.py,296,function,write_outputs
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_spp_workflow_curves.py,381,function,main
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_v8_corpus_selection.py,43,function,read_csv
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_v8_corpus_selection.py,48,function,write_csv
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_v8_corpus_selection.py,56,function,read_json
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_v8_corpus_selection.py,60,function,expected_role
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/audit_v8_corpus_selection.py,64,function,role_from_scope
