repository,revision,path,line,variable
CSP-LLM-Workflow-Package,206ea8ecd9acc25e813e676359929fd7ad3efc0f,packages/qlip/src/qlip/mcp/server.py,682,QLIP_MCP_DUMP_ERRORS_PATH
CSP-LLM-Workflow-Package,206ea8ecd9acc25e813e676359929fd7ad3efc0f,scripts/spp_parity_probe.py,15,SPP_PARITY_IMPL
CSP-LLM-Workflow-Package,206ea8ecd9acc25e813e676359929fd7ad3efc0f,scripts/workflow_parity_probe.py,13,WORKFLOW_PARITY_POT_ROOT
CSP-LLM-Workflow-Package,206ea8ecd9acc25e813e676359929fd7ad3efc0f,scripts/workflow_parity_probe.py,17,WORKFLOW_PARITY_IMPL
CSP-LLM-Workflow-Package,206ea8ecd9acc25e813e676359929fd7ad3efc0f,scripts/workflow_parity_probe.py,18,WORKFLOW_PARITY_POT_ROOT
CSP-LLM-Workflow-Package,206ea8ecd9acc25e813e676359929fd7ad3efc0f,src/llm_csp/workflow/runner.py,61,QLIP_ALLOWED_PATH_ROOTS
CSP-LLM-Workflow-Package,206ea8ecd9acc25e813e676359929fd7ad3efc0f,src/llm_csp/workflow/runner.py,62,QLIP_ALLOWED_PATH_ROOTS
CSP-LLM-Workflow-Package,206ea8ecd9acc25e813e676359929fd7ad3efc0f,src/llm_csp/workflow/runner.py,69,QLIP_ALLOWED_PATH_ROOTS
CSP-LLM-Workflow-Package,206ea8ecd9acc25e813e676359929fd7ad3efc0f,tests/installed/test_agentic_tools_installed.py,13,LLM_CSP_EXPECT_INSTALLED
CSP-LLM-Workflow-Package,206ea8ecd9acc25e813e676359929fd7ad3efc0f,tests/integration/qlip/test_spp_e2e.py,18,LLM_CSP_EXTERNAL_POT_ROOT
CSP-LLM-Workflow-Package,206ea8ecd9acc25e813e676359929fd7ad3efc0f,tests/integration/spp/test_srtio3_qlip.py,39,LLM_CSP_EXTERNAL_POT_ROOT
CSP-LLM-Workflow-Package,206ea8ecd9acc25e813e676359929fd7ad3efc0f,tests/integration/validation/test_qlip_validation.py,43,LLM_CSP_EXTERNAL_POT_ROOT
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,851,MP_API_KEY
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,1905,MP_API_KEY
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,19389,CRYSTALDB_PATH
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,19389,CRYSTAL_DB_PATH
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,30988,CRYSTALDB_POLICY_MODE
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,30995,CRYSTALDB_CONFIG
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,31012,CRYSTALDB_PATH
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db.txt,31012,CRYSTAL_DB_PATH
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db/db.py,16,CRYSTALDB_PATH
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,crystal_db/db.py,16,CRYSTAL_DB_PATH
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,grab_mp_bulk.py,112,MP_API_KEY
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,mcp_server/server.py,109,CRYSTALDB_POLICY_MODE
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,mcp_server/server.py,116,CRYSTALDB_CONFIG
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,mcp_server/server.py,133,CRYSTALDB_PATH
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,mcp_server/server.py,133,CRYSTAL_DB_PATH
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/build_crystaldb_corpus.py,734,CRYSTALDB_EMBED_BASE_URL
Crystal-DB,e33d5cc55be01f800a7cf055cc1793d982deb5bc,scripts/build_paper_result_datasets_from_mp.py,716,CRYSTALDB_EMBED_BASE_URL
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,project_context.txt,10152,SPP_MCP_ALLOWED_READ_ROOTS
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,project_context.txt,10153,SPP_MCP_ALLOWED_WRITE_ROOTS
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,project_context.txt,10154,SPP_MCP_MAX_CIF_COUNT
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,project_context.txt,10155,SPP_MCP_MAX_RUNTIME_SECONDS
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,project_context.txt,10156,SPP_MCP_MAX_OUTPUT_BYTES
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,scripts/probe_mcp_run_pipeline.py,31,SPP_MCP_ALLOWED_READ_ROOTS
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,scripts/probe_mcp_run_pipeline.py,32,SPP_MCP_ALLOWED_READ_ROOTS
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,scripts/probe_mcp_run_pipeline.py,33,SPP_MCP_ALLOWED_WRITE_ROOTS
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,scripts/probe_mcp_run_pipeline.py,34,SPP_MCP_ALLOWED_WRITE_ROOTS
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,src/spp_maker_mcp/server.py,195,SPP_MCP_ALLOWED_READ_ROOTS
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,src/spp_maker_mcp/server.py,196,SPP_MCP_ALLOWED_WRITE_ROOTS
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,src/spp_maker_mcp/server.py,197,SPP_MCP_MAX_CIF_COUNT
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,src/spp_maker_mcp/server.py,198,SPP_MCP_MAX_RUNTIME_SECONDS
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,src/spp_maker_mcp/server.py,199,SPP_MCP_MAX_OUTPUT_BYTES
SPP-Maker-QLIP,3a2d557811973265f3373ec881cc8057a89789d2,src/spp_maker_mcp/server.py,2373,SPP_MCP_USE_FASTMCP
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_paper_results_table.py,16,PAPER_RESULTS_TABLE_VERSION
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_paper_workflow_artifact_package.py,42,PAPER_PACKAGE_BUILD_UUID
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/build_paper_workflow_artifact_package.py,911,PAPER_PACKAGE_BUILD_LOCK_HELD
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_paper_evidence_pack_v2.py,2499,SKILL_LOOP_ALLOW_QLIP_WITHOUT_SPP
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_paper_evidence_pack_v2.py,2501,SKILL_LOOP_ALLOW_PARTIAL_SPP_GUIDANCE
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_paper_evidence_pack_v2.py,2502,SKILL_LOOP_SPP_MISSING_PAIR_POLICY
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_paper_evidence_pack_v2.py,2507,SKILL_LOOP_SPP_GUIDANCE_WEIGHT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_paper_evidence_pack_v2.py,2508,SKILL_LOOP_SPP_WEIGHTING_PROFILE
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_paper_evidence_pack_v2.py,2510,SKILL_LOOP_SPP_REGULARISATION_DIR
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_paper_evidence_pack_v2.py,2511,SKILL_LOOP_SPP_REGULARIZATION_DIR
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_paper_evidence_pack_v2.py,2512,SKILL_LOOP_SPP_REGULARISATION_WEIGHT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_paper_evidence_pack_v2.py,2513,SKILL_LOOP_SPP_REGULARIZATION_WEIGHT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_paper_evidence_pack_v2.py,2515,SKILL_LOOP_FORCE_CUBIC_LATTICE_TEMPLATE
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_paper_evidence_pack_v2.py,2516,SKILL_LOOP_CUBIC_LATTICE_A
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_paper_nasicon_specialist.py,194,QLIP_ALLOWED_PATH_ROOTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_paper_result_quality_benchmark_v3.py,27,PAPER_QUALITY_VERSION
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,scripts/run_paper_result_section_smokes.py,29,PAPER_RESULT_SMOKE_VERSION
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,10479,SPGLIB_WARNING
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,33944,SKILL_LOOP_ALLOW_QLIP_WITHOUT_SPP
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,33946,SKILL_LOOP_ALLOW_PARTIAL_SPP_GUIDANCE
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,33947,SKILL_LOOP_SPP_MISSING_PAIR_POLICY
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,33949,SKILL_LOOP_FORCE_CUBIC_LATTICE_TEMPLATE
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,33950,SKILL_LOOP_CUBIC_LATTICE_A
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,35215,FAKE_CRYSTAL_ALLOW_EXPORT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,35216,CRYSTALDB_POLICY_MODE
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,35417,SOKLLM_RUN_DIR
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,37008,ALLOWED_READ_ROOTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,37009,ALLOWED_WRITE_ROOTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,37016,QLIP_ALLOWED_PATH_ROOTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,48223,PYTHONPATH
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,49028,SKILL_LOOP_SPP_MISSING_PAIR_POLICY
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,50044,VESTA_EXE
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,50045,VESTA_PATH
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,57254,SKILL_LOOP_FORCE_CUBIC_LATTICE_TEMPLATE
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,57256,SKILL_LOOP_CUBIC_LATTICE_A
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,78943,LLM_BASE_URL
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,78944,LLM_API_KEY
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,78945,LLM_MODEL
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,78946,LLM_BASE_URL
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,78947,LLM_API_KEY
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,78948,LLM_MODEL
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,78962,LLM_BASE_URL
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,78966,LLM_API_KEY
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,78970,LLM_MODEL
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,102617,RUN_LIVE_LLM_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,102877,RUN_LIVE_LLM_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,102879,RUN_LIVE_E2E_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,103007,RUN_LIVE_E2E_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,103117,RUN_LIVE_LLM_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,103251,RUN_LIVE_E2E_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,103370,RUN_LIVE_LLM_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,103573,RUN_LIVE_LLM_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,103697,RUN_LIVE_LLM_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,103779,RUN_LIVE_LLM_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,103917,RUN_LIVE_LLM_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,104006,RUN_LIVE_LLM_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108129,FAKE_CRYSTALDB_DB_PATH
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108130,FAKE_CRYSTALDB_INDEX_PATH
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108131,FAKE_CRYSTALDB_MISSING_DB
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108132,FAKE_CRYSTALDB_MISSING_INDEX
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108133,FAKE_CRYSTALDB_MISSING_EMBEDDING
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108134,FAKE_CRYSTALDB_CANDIDATE_SET_EMPTY
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108184,FAKE_CRYSTALDB_CANDIDATE_COUNT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108185,FAKE_CRYSTALDB_EMBEDDING_COUNT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108186,FAKE_CRYSTALDB_FINGERPRINT_COUNT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108208,FAKE_CRYSTALDB_EMPTY_RETRIEVAL
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108227,FAKE_CRYSTALDB_COLLAPSED
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108312,FAKE_CRYSTALDB_QUERY_TOOL_MISMATCH
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108340,FAKE_CRYSTAL_ALLOW_EXPORT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108341,CRYSTALDB_POLICY_MODE
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108345,FAKE_CRYSTAL_EXPORT_PATTERN
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108366,FAKE_CRYSTALDB_COLLAPSED
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108550,FAKE_QLIP_PLACEHOLDER_SOLUTION
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108553,FAKE_QLIP_BAD_CIF
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108556,FAKE_QLIP_INCOMPLETE_CIF
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108577,FAKE_QLIP_CONSTANT_SOLUTION
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108653,SOKLLM_RUN_DIR
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,108854,FAKE_QLIP_EXT_SHAPE_MODE
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109124,SOKLLM_RUN_DIR
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109279,FAKE_MCP_RESPONSE_ID_STRING
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109854,RUN_LIVE_LLM_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109863,LIVE_LLM_TIMEOUT_S
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109864,LIVE_LLM_MAX_RETRIES
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109865,LIVE_LLM_MIN_PASS_RATE
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109866,LIVE_LLM_TRIALS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109868,LLM_BASE_URL
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109869,LLM_API_KEY
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109870,LLM_MODEL
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109902,RUN_LIVE_E2E_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109914,LLM_API_KEY
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109914,LLM_BASE_URL
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109928,LLM_BASE_URL
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109929,LLM_MODEL
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109930,LLM_API_KEY
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109931,CRYSTALDB_MCP_CMD
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109932,SPP_MCP_CMD
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109933,QLIP_MCP_CMD
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,109961,LIVE_OPT_QUERY
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,110018,RUN_LIVE_E2E_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,110030,LLM_API_KEY
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,110030,LLM_BASE_URL
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,110052,LIVE_E2E_QUERY
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,skill_loop.txt,110087,RUN_LIVE_E2E_TESTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/crystaldb_mcp/server.py,81,FAKE_CRYSTAL_ALLOW_EXPORT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/crystaldb_mcp/server.py,82,CRYSTALDB_POLICY_MODE
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/qlip_mcp/server.py,118,SOKLLM_RUN_DIR
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/tool_execution_adapters.py,110,PYTHONPATH
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/tool_execution_adapters.py,935,SKILL_LOOP_SPP_MISSING_PAIR_POLICY
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/tool_execution_adapters.py,937,SKILL_LOOP_SPP_GUIDANCE_WEIGHT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/tool_execution_adapters.py,941,SKILL_LOOP_SPP_REGULARISATION_DIR
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/tool_execution_adapters.py,942,SKILL_LOOP_SPP_REGULARIZATION_DIR
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/tool_execution_adapters.py,946,SKILL_LOOP_SPP_REGULARISATION_WEIGHT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/tool_execution_adapters.py,947,SKILL_LOOP_SPP_REGULARIZATION_WEIGHT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/tool_execution_adapters.py,1196,SKILL_LOOP_SPP_GUIDANCE_WEIGHT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/tool_execution_adapters.py,1200,SKILL_LOOP_SPP_REGULARISATION_DIR
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/tool_execution_adapters.py,1201,SKILL_LOOP_SPP_REGULARIZATION_DIR
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/tool_execution_adapters.py,1205,SKILL_LOOP_SPP_REGULARISATION_WEIGHT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/tool_execution_adapters.py,1206,SKILL_LOOP_SPP_REGULARIZATION_WEIGHT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/visualise_workflow_artifact.py,54,VESTA_RENDER_BUILD_UUID
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/visualise_workflow_artifact.py,55,VESTA_RENDER_STAGING_ROOT
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/visualise_workflow_artifact.py,218,VESTA_EXE
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/agentic/visualise_workflow_artifact.py,219,VESTA_PATH
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/config.py,69,ALLOWED_READ_ROOTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/config.py,70,ALLOWED_WRITE_ROOTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/config.py,77,QLIP_ALLOWED_PATH_ROOTS
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,src/sok_llm_orchestrator/contracts/qlip_builders.py,167,SKILL_LOOP_FORCE_CUBIC_LATTICE_TEMPLATE
