source_repo,source_revision,source_path_or_capability,source_entry_point,source_tests,archive_path,classification,behaviour_parity,data_dependency,external_dependency,notes,recommended_action
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/001.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/002.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/003.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/004.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/005.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/006.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/007.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/008.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/iterations/009.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/report.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/2e53b5b6-7898-5198-abc9-9106866b4d73/session.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/3ea6e9a0-215d-53e1-8850-edfeaafcb794/iterations/000.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/3ea6e9a0-215d-53e1-8850-edfeaafcb794/iterations/001.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/3ea6e9a0-215d-53e1-8850-edfeaafcb794/iterations/002.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/3ea6e9a0-215d-53e1-8850-edfeaafcb794/iterations/003.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/3ea6e9a0-215d-53e1-8850-edfeaafcb794/iterations/004.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/3ea6e9a0-215d-53e1-8850-edfeaafcb794/report.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/3ea6e9a0-215d-53e1-8850-edfeaafcb794/session.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/000.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/001.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/002.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/003.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/004.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/005.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/006.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/007.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/008.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/iterations/009.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/report.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/44c5d92c-dfb5-5c4a-9b56-49d6b5504941/session.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/463298aa-e9f2-50d7-9122-1095710ef30d/iterations/000.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/463298aa-e9f2-50d7-9122-1095710ef30d/iterations/001.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/463298aa-e9f2-50d7-9122-1095710ef30d/iterations/002.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/463298aa-e9f2-50d7-9122-1095710ef30d/iterations/003.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/463298aa-e9f2-50d7-9122-1095710ef30d/iterations/004.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/463298aa-e9f2-50d7-9122-1095710ef30d/report.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/463298aa-e9f2-50d7-9122-1095710ef30d/session.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/e60d267a-d496-5cea-97f4-c3faeba322c9/iterations/000.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/e60d267a-d496-5cea-97f4-c3faeba322c9/iterations/001.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/e60d267a-d496-5cea-97f4-c3faeba322c9/iterations/002.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/e60d267a-d496-5cea-97f4-c3faeba322c9/iterations/003.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/e60d267a-d496-5cea-97f4-c3faeba322c9/iterations/004.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/e60d267a-d496-5cea-97f4-c3faeba322c9/report.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/e60d267a-d496-5cea-97f4-c3faeba322c9/session.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/000.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/001.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/002.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/003.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/004.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/005.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/006.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/007.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/008.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/iterations/009.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/report.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/optimization/sessions/fba94252-e859-5082-b054-681b441d2102/session.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/02341409-ea8c-5a09-a21a-469256d83396/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/02faabec-93f9-5906-9dff-27dabe9f1521/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/0c99542a-0dbd-552a-94ef-491105616914/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/1cfd6cb6-dd6a-5093-bb09-81a3e2e65946/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/1e7d9f17-14ee-592b-9744-0caaa1dc5dde/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/33782b64-0eb7-551a-90e6-d8809e4bfc84/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/45e6c9b3-3cf3-5def-afd9-081f5a9215b9/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/471390c0-27e1-55db-9a0b-f14fb1ea94b5/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/6d757738-4201-5440-ae66-9824eeaa5229/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/6f8e7960-fbb0-5f50-b822-4edc243a97b4/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/7584be96-448e-5a8a-8aef-2b5c3f3ea8f1/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/7624187a-807d-568a-ae39-d88974d2aa5d/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/7a24ebd9-7acc-5753-a70d-766adc56cb4f/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/834075b7-97c2-550a-ae5d-b2b828ffb805/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/85dec0a0-470d-5ce3-95b8-eaeb0eae604f/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/9046caaa-a277-51ca-b2e3-66356ea0c9d0/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/97def858-b0eb-539c-b92f-e40d81808ea9/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/9d0d6af5-10e8-5e4b-b747-3b2f7d4c78ad/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/a9707062-8996-5658-8e1a-5a37e8b594c5/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/ad81fda8-ec20-5494-b63f-7c6b12a868ee/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/b2b23d10-0e29-5dd6-9675-31ab1b3d7def/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/ba9db384-5048-58df-8b8f-99d6981161a2/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
Skill-Loop-CSP,b2130661b4690623877e852dc03132506aa720dd,.sokllm_workspace_live/paired/bf4fb5d3-0efd-5f76-a664-f3b59bfe1c02/comparison.json,,source repository tests,,MISSING_FROM_ARCHIVE,ABSENT,,,No path-level counterpart in unified archive,restore preserving namespace and behavior
